ID,Sales
883,109.97844420512115
884,121.35529853488802
885,112.13736565784681
886,112.4036772711416
887,56.87020252988838
888,80.29950692293293
889,71.44169889871263
890,77.56893897175934
891,93.5899024991708
892,71.64711445261356
893,73.67766249054803
894,49.71530519172579
895,57.69379441087096
896,128.22441419682136
897,113.14747148974742
898,113.76984517427154
899,94.53098479400859
900,88.28067714076631
901,50.87911460902171
902,74.59755047075315
903,69.09901339935216
904,74.43325582250844
905,82.54925862345613
906,69.4902622811269
907,74.38388492449741
908,55.73976206830555
909,69.69274146046305
910,136.1723211563361
911,142.31224531901753
912,120.84937257435715
913,123.15971568310711
914,120.06257782398664
915,91.59358001929697
916,110.07649502516266
917,100.08517651066094
918,96.96853724324008
919,92.50653269232104
920,70.8713663697089
921,74.96479483155841
922,55.33963850155663
923,69.32658515657339
924,124.86168958112722
925,112.68782919236823
926,127.83678601285102
927,104.35930967376261
928,94.9653842771185
929,49.81758375270641
930,71.3553300755854
931,71.1506988661642
932,74.11799217020693
933,90.63830226940044
934,69.82415079481603
935,66.01879589965398
936,50.77164406352184
937,60.423687531668406
938,114.00203255528068
939,98.86224128322333
940,122.9067737106891
941,124.30300062030682
942,115.03577724120193
1825,179.62650778968657
1826,180.90788355292048
1827,81.43003357153944
1828,163.75451056354163
1829,87.34979809644578
1830,136.17972325774812
1831,120.61493594015927
1832,124.65280673397586
1833,113.6819329325773
1834,114.31909914877203
1835,123.018660641899
1836,84.9413021698535
1837,98.68635420076161
1838,192.56108337435623
1839,176.67331939568916
1840,156.24117957057615
1841,145.8788153769249
1842,150.13598247161985
1843,82.51368400426584
1844,109.63870383520613
1845,109.15091834269424
1846,113.19750661110865
1847,106.06343083832157
1848,105.49465474540021
1849,103.83290614302945
1850,78.89065602194626
1851,80.9503884505964
1852,188.61894728416692
1853,208.64788371743606
1854,172.1402945768631
1855,173.23365393677702
1856,173.98683388475072
1857,97.50154673823104
1858,128.30585623789432
1859,124.9864029191732
1860,131.69644817977272
1861,117.63624377512207
1862,112.7288198986629
1863,119.81156148743008
